"Major area, region, country or area *",Period,Age (x),Age interval (n),"Central death rate m(x,n)"
Mayotte,2010-2015,20,5,0.00064
Mayotte,2010-2015,25,5,0.00061
Mayotte,2010-2015,30,5,0.00081
Mayotte,2010-2015,35,5,0.00139
Mayotte,2010-2015,40,5,0.00221
Mayotte,2010-2015,45,5,0.00364
Mayotte,2010-2015,50,5,0.00457
Mayotte,2010-2015,55,5,0.00681
Mayotte,2010-2015,60,5,0.01009
Mayotte,2010-2015,65,5,0.01632
Mayotte,2010-2015,70,5,0.02395
Mayotte,2010-2015,75,5,0.03757
Mayotte,2010-2015,80,5,0.06396
Mayotte,2010-2015,85,15,0.13809
Melanesia,2010-2015,0,1,0.04518
Melanesia,2010-2015,1,4,0.00340
Melanesia,2010-2015,5,5,0.00104
Melanesia,2010-2015,10,5,0.00080
Melanesia,2010-2015,15,5,0.00142
Melanesia,2010-2015,20,5,0.00204
Melanesia,2010-2015,25,5,0.00248
Melanesia,2010-2015,30,5,0.00303
Melanesia,2010-2015,35,5,0.00407
Melanesia,2010-2015,40,5,0.00576
Melanesia,2010-2015,45,5,0.00844
Melanesia,2010-2015,50,5,0.01263
Melanesia,2010-2015,55,5,0.01902
Melanesia,2010-2015,60,5,0.02867
Melanesia,2010-2015,65,5,0.04219
Melanesia,2010-2015,70,5,0.06165
Melanesia,2010-2015,75,5,0.09057
Melanesia,2010-2015,80,5,0.13090
Melanesia,2010-2015,85,15,0.21199
Mexico,2010-2015,0,1,0.01910
Mexico,2010-2015,1,4,0.00113
Mexico,2010-2015,5,5,0.00037
Mexico,2010-2015,10,5,0.00035
Mexico,2010-2015,15,5,0.00059
Mexico,2010-2015,20,5,0.00091
Mexico,2010-2015,25,5,0.00121
Mexico,2010-2015,30,5,0.00150
Mexico,2010-2015,35,5,0.00189
Mexico,2010-2015,40,5,0.00248
Mexico,2010-2015,45,5,0.00343
Mexico,2010-2015,50,5,0.00496
Mexico,2010-2015,55,5,0.00744
Mexico,2010-2015,60,5,0.01140
Mexico,2010-2015,65,5,0.01762
Mexico,2010-2015,70,5,0.02725
Mexico,2010-2015,75,5,0.04205
Mexico,2010-2015,80,5,0.06473
Mexico,2010-2015,85,15,0.13845
Micronesia,2010-2015,0,1,0.02837
Micronesia,2010-2015,1,4,0.00173
Micronesia,2010-2015,5,5,0.00058
Micronesia,2010-2015,10,5,0.00046
Micronesia,2010-2015,15,5,0.00080
Micronesia,2010-2015,20,5,0.00112
Micronesia,2010-2015,25,5,0.00125
Micronesia,2010-2015,30,5,0.00132
Micronesia,2010-2015,35,5,0.00152
Micronesia,2010-2015,40,5,0.00216
Micronesia,2010-2015,45,5,0.00342
Micronesia,2010-2015,50,5,0.00546
Micronesia,2010-2015,55,5,0.00878
Micronesia,2010-2015,60,5,0.01377
Micronesia,2010-2015,65,5,0.02233
Micronesia,2010-2015,70,5,0.03706
Micronesia,2010-2015,75,5,0.06162
Micronesia,2010-2015,80,5,0.10042
Micronesia,2010-2015,85,15,0.19328
Micronesia (Fed. States of),2010-2015,0,1,0.03360
Micronesia (Fed. States of),2010-2015,1,4,0.00191
Micronesia (Fed. States of),2010-2015,5,5,0.00073
Micronesia (Fed. States of),2010-2015,10,5,0.00059
Micronesia (Fed. States of),2010-2015,15,5,0.00103
Micronesia (Fed. States of),2010-2015,20,5,0.00145
Micronesia (Fed. States of),2010-2015,25,5,0.00157
Micronesia (Fed. States of),2010-2015,30,5,0.00183
Micronesia (Fed. States of),2010-2015,35,5,0.00235
Micronesia (Fed. States of),2010-2015,40,5,0.00331
Micronesia (Fed. States of),2010-2015,45,5,0.00505
Micronesia (Fed. States of),2010-2015,50,5,0.00779
Micronesia (Fed. States of),2010-2015,55,5,0.01219
Micronesia (Fed. States of),2010-2015,60,5,0.01930
Micronesia (Fed. States of),2010-2015,65,5,0.03082
Micronesia (Fed. States of),2010-2015,70,5,0.05037
Micronesia (Fed. States of),2010-2015,75,5,0.08278
Micronesia (Fed. States of),2010-2015,80,5,0.13560
Micronesia (Fed. States of),2010-2015,85,15,0.24293
Middle Africa,2010-2015,0,1,0.08408
Middle Africa,2010-2015,1,4,0.01303
Middle Africa,2010-2015,5,5,0.00486
Middle Africa,2010-2015,10,5,0.00271
Middle Africa,2010-2015,15,5,0.00331
Middle Africa,2010-2015,20,5,0.00443
Middle Africa,2010-2015,25,5,0.00552
Middle Africa,2010-2015,30,5,0.00678
Middle Africa,2010-2015,35,5,0.00814
Middle Africa,2010-2015,40,5,0.00908
Middle Africa,2010-2015,45,5,0.01015
Middle Africa,2010-2015,50,5,0.01227
Middle Africa,2010-2015,55,5,0.01612
Middle Africa,2010-2015,60,5,0.02328
Middle Africa,2010-2015,65,5,0.03568
Middle Africa,2010-2015,70,5,0.05643
Middle Africa,2010-2015,75,5,0.08934
Middle Africa,2010-2015,80,5,0.13817
Middle Africa,2010-2015,85,15,0.23473
Middle-income countries,2010-2015,0,1,0.03660
Middle-income countries,2010-2015,1,4,0.00316
Middle-income countries,2010-2015,5,5,0.00119
Middle-income countries,2010-2015,10,5,0.00087
Middle-income countries,2010-2015,15,5,0.00115
Middle-income countries,2010-2015,20,5,0.00152
Middle-income countries,2010-2015,25,5,0.00182
Middle-income countries,2010-2015,30,5,0.00221
Middle-income countries,2010-2015,35,5,0.00264
Middle-income countries,2010-2015,40,5,0.00324
Middle-income countries,2010-2015,45,5,0.00447
Middle-income countries,2010-2015,50,5,0.00666
Middle-income countries,2010-2015,55,5,0.01014
Middle-income countries,2010-2015,60,5,0.01638
Middle-income countries,2010-2015,65,5,0.02723
Middle-income countries,2010-2015,70,5,0.04335
Middle-income countries,2010-2015,75,5,0.06753
Middle-income countries,2010-2015,80,5,0.10350
Middle-income countries,2010-2015,85,15,0.18711
Mongolia,2010-2015,0,1,0.02639
Mongolia,2010-2015,1,4,0.00159
Mongolia,2010-2015,5,5,0.00047
Mongolia,2010-2015,10,5,0.00043
Mongolia,2010-2015,15,5,0.00066
Mongolia,2010-2015,20,5,0.00111
Mongolia,2010-2015,25,5,0.00156
Mongolia,2010-2015,30,5,0.00232
Mongolia,2010-2015,35,5,0.00333
Mongolia,2010-2015,40,5,0.00503
Mongolia,2010-2015,45,5,0.00746
Mongolia,2010-2015,50,5,0.01152
Mongolia,2010-2015,55,5,0.01671
Mongolia,2010-2015,60,5,0.02405
Mongolia,2010-2015,65,5,0.03113
Mongolia,2010-2015,70,5,0.04745
Mongolia,2010-2015,75,5,0.06802
Mongolia,2010-2015,80,5,0.09357
Mongolia,2010-2015,85,15,0.17428
Montenegro,2010-2015,0,1,0.00443
Montenegro,2010-2015,1,4,0.00079
Montenegro,2010-2015,5,5,0.00008
Montenegro,2010-2015,10,5,0.00012
Montenegro,2010-2015,15,5,0.00033
Montenegro,2010-2015,20,5,0.00069
Montenegro,2010-2015,25,5,0.00056
Montenegro,2010-2015,30,5,0.00068
Montenegro,2010-2015,35,5,0.00112
Montenegro,2010-2015,40,5,0.00185
Montenegro,2010-2015,45,5,0.00298
Montenegro,2010-2015,50,5,0.00531
Montenegro,2010-2015,55,5,0.00834
Montenegro,2010-2015,60,5,0.01353
Montenegro,2010-2015,65,5,0.02039
Montenegro,2010-2015,70,5,0.03387
Montenegro,2010-2015,75,5,0.05931
Montenegro,2010-2015,80,5,0.10205
Montenegro,2010-2015,85,15,0.22461
More developed regions,2010-2015,0,1,0.00522
More developed regions,2010-2015,1,4,0.00027
More developed regions,2010-2015,5,5,0.00013
More developed regions,2010-2015,10,5,0.00016
More developed regions,2010-2015,15,5,0.00040
More developed regions,2010-2015,20,5,0.00073
More developed regions,2010-2015,25,5,0.00102
More developed regions,2010-2015,30,5,0.00131
More developed regions,2010-2015,35,5,0.00165
More developed regions,2010-2015,40,5,0.00218
More developed regions,2010-2015,45,5,0.00334
More developed regions,2010-2015,50,5,0.00526
More developed regions,2010-2015,55,5,0.00788
More developed regions,2010-2015,60,5,0.01095
More developed regions,2010-2015,65,5,0.01490
More developed regions,2010-2015,70,5,0.02425
More developed regions,2010-2015,75,5,0.04090
More developed regions,2010-2015,80,5,0.06802
More developed regions,2010-2015,85,15,0.15044
Morocco,2010-2015,0,1,0.02693
Morocco,2010-2015,1,4,0.00138
Morocco,2010-2015,5,5,0.00025
Morocco,2010-2015,10,5,0.00021
Morocco,2010-2015,15,5,0.00040
Morocco,2010-2015,20,5,0.00056
Morocco,2010-2015,25,5,0.00061
Morocco,2010-2015,30,5,0.00077
Morocco,2010-2015,35,5,0.00109
Morocco,2010-2015,40,5,0.00169
Morocco,2010-2015,45,5,0.00284
Morocco,2010-2015,50,5,0.00478
Morocco,2010-2015,55,5,0.00820
Morocco,2010-2015,60,5,0.01359
Morocco,2010-2015,65,5,0.02331
Morocco,2010-2015,70,5,0.04005
Morocco,2010-2015,75,5,0.06852
Morocco,2010-2015,80,5,0.11278
Morocco,2010-2015,85,15,0.20892
Mozambique,2010-2015,0,1,0.06776
Mozambique,2010-2015,1,4,0.00959
Mozambique,2010-2015,5,5,0.00342
Mozambique,2010-2015,10,5,0.00202
Mozambique,2010-2015,15,5,0.00284
Mozambique,2010-2015,20,5,0.00490
Mozambique,2010-2015,25,5,0.00941
Mozambique,2010-2015,30,5,0.01336
Mozambique,2010-2015,35,5,0.01768
Mozambique,2010-2015,40,5,0.01480
Mozambique,2010-2015,45,5,0.01256
Mozambique,2010-2015,50,5,0.01268
Mozambique,2010-2015,55,5,0.01516
Mozambique,2010-2015,60,5,0.02188
Mozambique,2010-2015,65,5,0.03311
Mozambique,2010-2015,70,5,0.05188
Mozambique,2010-2015,75,5,0.08242
Mozambique,2010-2015,80,5,0.13167
Mozambique,2010-2015,85,15,0.23204
Myanmar,2010-2015,0,1,0.04831
Myanmar,2010-2015,1,4,0.00349
Myanmar,2010-2015,5,5,0.00114
Myanmar,2010-2015,10,5,0.00090
Myanmar,2010-2015,15,5,0.00148
Myanmar,2010-2015,20,5,0.00208
Myanmar,2010-2015,25,5,0.00226
Myanmar,2010-2015,30,5,0.00260
Myanmar,2010-2015,35,5,0.00326
Myanmar,2010-2015,40,5,0.00438
Myanmar,2010-2015,45,5,0.00628
Myanmar,2010-2015,50,5,0.00928
Myanmar,2010-2015,55,5,0.01394
Myanmar,2010-2015,60,5,0.02153
Myanmar,2010-2015,65,5,0.03388
Myanmar,2010-2015,70,5,0.05451
Myanmar,2010-2015,75,5,0.08783
Myanmar,2010-2015,80,5,0.14135
Myanmar,2010-2015,85,15,0.24701
Namibia,2010-2015,0,1,0.03453
Namibia,2010-2015,1,4,0.00220
Namibia,2010-2015,5,5,0.00114
Namibia,2010-2015,10,5,0.00110
Namibia,2010-2015,15,5,0.00125
Namibia,2010-2015,20,5,0.00195
Namibia,2010-2015,25,5,0.00338
Namibia,2010-2015,30,5,0.00558
Namibia,2010-2015,35,5,0.00887
Namibia,2010-2015,40,5,0.00944
Namibia,2010-2015,45,5,0.01061
Namibia,2010-2015,50,5,0.01164
Namibia,2010-2015,55,5,0.01455
Namibia,2010-2015,60,5,0.02031
Namibia,2010-2015,65,5,0.03101
Namibia,2010-2015,70,5,0.04961
Namibia,2010-2015,75,5,0.08085
Namibia,2010-2015,80,5,0.13262
Namibia,2010-2015,85,15,0.23920
Nepal,2010-2015,0,1,0.03328
Nepal,2010-2015,1,4,0.00186
Nepal,2010-2015,5,5,0.00072
Nepal,2010-2015,10,5,0.00058
Nepal,2010-2015,15,5,0.00101
Nepal,2010-2015,20,5,0.00140
Nepal,2010-2015,25,5,0.00153
Nepal,2010-2015,30,5,0.00179
Nepal,2010-2015,35,5,0.00232
Nepal,2010-2015,40,5,0.00328
Nepal,2010-2015,45,5,0.00503
Nepal,2010-2015,50,5,0.00777
Nepal,2010-2015,55,5,0.01217
Nepal,2010-2015,60,5,0.01909
Nepal,2010-2015,65,5,0.03071
Nepal,2010-2015,70,5,0.05065
Nepal,2010-2015,75,5,0.08289
Nepal,2010-2015,80,5,0.13553
Nepal,2010-2015,85,15,0.24223
Netherlands,2010-2015,0,1,0.00347
Netherlands,2010-2015,1,4,0.00017
Netherlands,2010-2015,5,5,0.00008
Netherlands,2010-2015,10,5,0.00009
Netherlands,2010-2015,15,5,0.00020
Netherlands,2010-2015,20,5,0.00029
Netherlands,2010-2015,25,5,0.00032
Netherlands,2010-2015,30,5,0.00042
Netherlands,2010-2015,35,5,0.00063
Netherlands,2010-2015,40,5,0.00103
Netherlands,2010-2015,45,5,0.00179
Netherlands,2010-2015,50,5,0.00301
Netherlands,2010-2015,55,5,0.00469
Netherlands,2010-2015,60,5,0.00750
Netherlands,2010-2015,65,5,0.01181
Netherlands,2010-2015,70,5,0.02015
Netherlands,2010-2015,75,5,0.03582
Netherlands,2010-2015,80,5,0.06442
Netherlands,2010-2015,85,15,0.16033
New Caledonia,2010-2015,0,1,0.01330
New Caledonia,2010-2015,1,4,0.00053
New Caledonia,2010-2015,5,5,0.00026
New Caledonia,2010-2015,10,5,0.00022
New Caledonia,2010-2015,15,5,0.00041
New Caledonia,2010-2015,20,5,0.00057
New Caledonia,2010-2015,25,5,0.00061
New Caledonia,2010-2015,30,5,0.00071
New Caledonia,2010-2015,35,5,0.00095
New Caledonia,2010-2015,40,5,0.00146
New Caledonia,2010-2015,45,5,0.00250
New Caledonia,2010-2015,50,5,0.00418
New Caledonia,2010-2015,55,5,0.00711
New Caledonia,2010-2015,60,5,0.01163
New Caledonia,2010-2015,65,5,0.01994
New Caledonia,2010-2015,70,5,0.03423
New Caledonia,2010-2015,75,5,0.05779
New Caledonia,2010-2015,80,5,0.09867
New Caledonia,2010-2015,85,15,0.19318
New Zealand,2010-2015,0,1,0.00433
New Zealand,2010-2015,1,4,0.00025
New Zealand,2010-2015,5,5,0.00008
New Zealand,2010-2015,10,5,0.00010
New Zealand,2010-2015,15,5,0.00048
New Zealand,2010-2015,20,5,0.00054
New Zealand,2010-2015,25,5,0.00049
New Zealand,2010-2015,30,5,0.00059
New Zealand,2010-2015,35,5,0.00086
New Zealand,2010-2015,40,5,0.00126
New Zealand,2010-2015,45,5,0.00198
New Zealand,2010-2015,50,5,0.00311
New Zealand,2010-2015,55,5,0.00443
New Zealand,2010-2015,60,5,0.00680
New Zealand,2010-2015,65,5,0.01081
New Zealand,2010-2015,70,5,0.01820
New Zealand,2010-2015,75,5,0.03164
New Zealand,2010-2015,80,5,0.05605
New Zealand,2010-2015,85,15,0.15497
Nicaragua,2010-2015,0,1,0.02032
Nicaragua,2010-2015,1,4,0.00091
Nicaragua,2010-2015,5,5,0.00045
Nicaragua,2010-2015,10,5,0.00046
Nicaragua,2010-2015,15,5,0.00119
Nicaragua,2010-2015,20,5,0.00161
Nicaragua,2010-2015,25,5,0.00189
Nicaragua,2010-2015,30,5,0.00225
Nicaragua,2010-2015,35,5,0.00283
Nicaragua,2010-2015,40,5,0.00356
Nicaragua,2010-2015,45,5,0.00461
Nicaragua,2010-2015,50,5,0.00642
Nicaragua,2010-2015,55,5,0.00902
Nicaragua,2010-2015,60,5,0.01295
Nicaragua,2010-2015,65,5,0.01905
Nicaragua,2010-2015,70,5,0.02782
Nicaragua,2010-2015,75,5,0.04177
Nicaragua,2010-2015,80,5,0.07000
Nicaragua,2010-2015,85,15,0.13824
Niger,2010-2015,0,1,0.06276
Niger,2010-2015,1,4,0.01215
Niger,2010-2015,5,5,0.00224
Niger,2010-2015,10,5,0.00142
Niger,2010-2015,15,5,0.00215
Niger,2010-2015,20,5,0.00302
Niger,2010-2015,25,5,0.00325
Niger,2010-2015,30,5,0.00363
Niger,2010-2015,35,5,0.00420
Niger,2010-2015,40,5,0.00529
Niger,2010-2015,45,5,0.00683
Niger,2010-2015,50,5,0.00987
Niger,2010-2015,55,5,0.01420
Niger,2010-2015,60,5,0.02204
Niger,2010-2015,65,5,0.03473
Niger,2010-2015,70,5,0.05920
Niger,2010-2015,75,5,0.10151
Niger,2010-2015,80,5,0.17124
Niger,2010-2015,85,15,0.29564
Nigeria,2010-2015,0,1,0.08082
Nigeria,2010-2015,1,4,0.01284
Nigeria,2010-2015,5,5,0.00585
Nigeria,2010-2015,10,5,0.00321
Nigeria,2010-2015,15,5,0.00494
Nigeria,2010-2015,20,5,0.00695
Nigeria,2010-2015,25,5,0.00729
Nigeria,2010-2015,30,5,0.00764
Nigeria,2010-2015,35,5,0.00840
Nigeria,2010-2015,40,5,0.00960
Nigeria,2010-2015,45,5,0.01118
Nigeria,2010-2015,50,5,0.01488
Nigeria,2010-2015,55,5,0.02060
Nigeria,2010-2015,60,5,0.03231
Nigeria,2010-2015,65,5,0.05011
Nigeria,2010-2015,70,5,0.08226
Nigeria,2010-2015,75,5,0.13400
Nigeria,2010-2015,80,5,0.21455
Nigeria,2010-2015,85,15,0.34194
Northern Africa,2010-2015,0,1,0.03030
Northern Africa,2010-2015,1,4,0.00268
Northern Africa,2010-2015,5,5,0.00103
Northern Africa,2010-2015,10,5,0.00072
Northern Africa,2010-2015,15,5,0.00091
Northern Africa,2010-2015,20,5,0.00116
Northern Africa,2010-2015,25,5,0.00136
Northern Africa,2010-2015,30,5,0.00164
Northern Africa,2010-2015,35,5,0.00205
Northern Africa,2010-2015,40,5,0.00279
Northern Africa,2010-2015,45,5,0.00442
Northern Africa,2010-2015,50,5,0.00698
Northern Africa,2010-2015,55,5,0.01041
Northern Africa,2010-2015,60,5,0.01653
Northern Africa,2010-2015,65,5,0.02652
Northern Africa,2010-2015,70,5,0.04331
Northern Africa,2010-2015,75,5,0.07044
Northern Africa,2010-2015,80,5,0.11219
Northern Africa,2010-2015,85,15,0.20549
NORTHERN AMERICA,2010-2015,0,1,0.00590
NORTHERN AMERICA,2010-2015,1,4,0.00025
NORTHERN AMERICA,2010-2015,5,5,0.00012
NORTHERN AMERICA,2010-2015,10,5,0.00016
NORTHERN AMERICA,2010-2015,15,5,0.00044
NORTHERN AMERICA,2010-2015,20,5,0.00079
NORTHERN AMERICA,2010-2015,25,5,0.00096
NORTHERN AMERICA,2010-2015,30,5,0.00110
NORTHERN AMERICA,2010-2015,35,5,0.00137
NORTHERN AMERICA,2010-2015,40,5,0.00196
NORTHERN AMERICA,2010-2015,45,5,0.00307
NORTHERN AMERICA,2010-2015,50,5,0.00477
NORTHERN AMERICA,2010-2015,55,5,0.00704
NORTHERN AMERICA,2010-2015,60,5,0.01000
NORTHERN AMERICA,2010-2015,65,5,0.01413
NORTHERN AMERICA,2010-2015,70,5,0.02242
NORTHERN AMERICA,2010-2015,75,5,0.03787
NORTHERN AMERICA,2010-2015,80,5,0.06314
NORTHERN AMERICA,2010-2015,85,15,0.14363
Northern Europe,2010-2015,0,1,0.00382
Northern Europe,2010-2015,1,4,0.00018
Northern Europe,2010-2015,5,5,0.00009
Northern Europe,2010-2015,10,5,0.00013
Northern Europe,2010-2015,15,5,0.00030
Northern Europe,2010-2015,20,5,0.00049
Northern Europe,2010-2015,25,5,0.00060
Northern Europe,2010-2015,30,5,0.00076
Northern Europe,2010-2015,35,5,0.00103
Northern Europe,2010-2015,40,5,0.00148
Northern Europe,2010-2015,45,5,0.00229
Northern Europe,2010-2015,50,5,0.00365
Northern Europe,2010-2015,55,5,0.00566
Northern Europe,2010-2015,60,5,0.00867
Northern Europe,2010-2015,65,5,0.01338
Northern Europe,2010-2015,70,5,0.02268
Northern Europe,2010-2015,75,5,0.03943
Northern Europe,2010-2015,80,5,0.06750
Northern Europe,2010-2015,85,15,0.15368
Norway,2010-2015,0,1,0.00251
Norway,2010-2015,1,4,0.00013
Norway,2010-2015,5,5,0.00008
Norway,2010-2015,10,5,0.00009
Norway,2010-2015,15,5,0.00032
Norway,2010-2015,20,5,0.00049
Norway,2010-2015,25,5,0.00053
Norway,2010-2015,30,5,0.00060
Norway,2010-2015,35,5,0.00073
Norway,2010-2015,40,5,0.00105
Norway,2010-2015,45,5,0.00172
Norway,2010-2015,50,5,0.00284
Norway,2010-2015,55,5,0.00466
Norway,2010-2015,60,5,0.00745
Norway,2010-2015,65,5,0.01215
Norway,2010-2015,70,5,0.01935
Norway,2010-2015,75,5,0.03422
Norway,2010-2015,80,5,0.06286
Norway,2010-2015,85,15,0.16123
OCEANIA,2010-2015,0,1,0.02054
OCEANIA,2010-2015,1,4,0.00145
OCEANIA,2010-2015,5,5,0.00047
OCEANIA,2010-2015,10,5,0.00039
OCEANIA,2010-2015,15,5,0.00071
OCEANIA,2010-2015,20,5,0.00095
OCEANIA,2010-2015,25,5,0.00106
OCEANIA,2010-2015,30,5,0.00130
OCEANIA,2010-2015,35,5,0.00168
OCEANIA,2010-2015,40,5,0.00221
OCEANIA,2010-2015,45,5,0.00307
OCEANIA,2010-2015,50,5,0.00439
OCEANIA,2010-2015,55,5,0.00638
OCEANIA,2010-2015,60,5,0.00913
OCEANIA,2010-2015,65,5,0.01333
OCEANIA,2010-2015,70,5,0.02140
OCEANIA,2010-2015,75,5,0.03689
OCEANIA,2010-2015,80,5,0.06272
OCEANIA,2010-2015,85,15,0.14563
Oman,2010-2015,0,1,0.00736
Oman,2010-2015,1,4,0.00040
Oman,2010-2015,5,5,0.00028
Oman,2010-2015,10,5,0.00030
Oman,2010-2015,15,5,0.00060
Oman,2010-2015,20,5,0.00092
Oman,2010-2015,25,5,0.00094
Oman,2010-2015,30,5,0.00100
Oman,2010-2015,35,5,0.00113
Oman,2010-2015,40,5,0.00170
Oman,2010-2015,45,5,0.00271
Oman,2010-2015,50,5,0.00457
Oman,2010-2015,55,5,0.00804
Oman,2010-2015,60,5,0.01305
Oman,2010-2015,65,5,0.02604
Oman,2010-2015,70,5,0.03316
Oman,2010-2015,75,5,0.05748
Oman,2010-2015,80,5,0.08420
Oman,2010-2015,85,15,0.14741
Other non-specified areas,2010-2015,0,1,0.00425
Other non-specified areas,2010-2015,1,4,0.00027
Other non-specified areas,2010-2015,5,5,0.00014
Other non-specified areas,2010-2015,10,5,0.00014
Other non-specified areas,2010-2015,15,5,0.00038
Other non-specified areas,2010-2015,20,5,0.00054
Other non-specified areas,2010-2015,25,5,0.00073
Other non-specified areas,2010-2015,30,5,0.00105
Other non-specified areas,2010-2015,35,5,0.00157
Other non-specified areas,2010-2015,40,5,0.00235
Other non-specified areas,2010-2015,45,5,0.00324
Other non-specified areas,2010-2015,50,5,0.00448
Other non-specified areas,2010-2015,55,5,0.00632
Other non-specified areas,2010-2015,60,5,0.00957
Other non-specified areas,2010-2015,65,5,0.01464
Other non-specified areas,2010-2015,70,5,0.02386
Other non-specified areas,2010-2015,75,5,0.03854
Other non-specified areas,2010-2015,80,5,0.06372
Other non-specified areas,2010-2015,85,15,0.14702
Pakistan,2010-2015,0,1,0.07369
Pakistan,2010-2015,1,4,0.00458
Pakistan,2010-2015,5,5,0.00117
Pakistan,2010-2015,10,5,0.00077
Pakistan,2010-2015,15,5,0.00107
Pakistan,2010-2015,20,5,0.00135
Pakistan,2010-2015,25,5,0.00157
Pakistan,2010-2015,30,5,0.00192
Pakistan,2010-2015,35,5,0.00249
Pakistan,2010-2015,40,5,0.00341
Pakistan,2010-2015,45,5,0.00493
Pakistan,2010-2015,50,5,0.00743
Pakistan,2010-2015,55,5,0.01153
Pakistan,2010-2015,60,5,0.01827
Pakistan,2010-2015,65,5,0.02930
Pakistan,2010-2015,70,5,0.04733
Pakistan,2010-2015,75,5,0.07677
Pakistan,2010-2015,80,5,0.12484
Pakistan,2010-2015,85,15,0.22816
Panama,2010-2015,0,1,0.01535
Panama,2010-2015,1,4,0.00115
Panama,2010-2015,5,5,0.00034
Panama,2010-2015,10,5,0.00040
Panama,2010-2015,15,5,0.00100
Panama,2010-2015,20,5,0.00171
Panama,2010-2015,25,5,0.00197
Panama,2010-2015,30,5,0.00194
Panama,2010-2015,35,5,0.00201
Panama,2010-2015,40,5,0.00238
Panama,2010-2015,45,5,0.00319
Panama,2010-2015,50,5,0.00458
Panama,2010-2015,55,5,0.00679
Panama,2010-2015,60,5,0.01025
Panama,2010-2015,65,5,0.01562
Panama,2010-2015,70,5,0.02390
Panama,2010-2015,75,5,0.03663
Panama,2010-2015,80,5,0.05614
Panama,2010-2015,85,15,0.12642
Papua New Guinea,2010-2015,0,1,0.04951
Papua New Guinea,2010-2015,1,4,0.00383
Papua New Guinea,2010-2015,5,5,0.00106
Papua New Guinea,2010-2015,10,5,0.00091
Papua New Guinea,2010-2015,15,5,0.00159
Papua New Guinea,2010-2015,20,5,0.00228
Papua New Guinea,2010-2015,25,5,0.00279
Papua New Guinea,2010-2015,30,5,0.00337
Papua New Guinea,2010-2015,35,5,0.00454
Papua New Guinea,2010-2015,40,5,0.00648
Papua New Guinea,2010-2015,45,5,0.00943
Papua New Guinea,2010-2015,50,5,0.01446
Papua New Guinea,2010-2015,55,5,0.02107
Papua New Guinea,2010-2015,60,5,0.03234
Papua New Guinea,2010-2015,65,5,0.04767
Papua New Guinea,2010-2015,70,5,0.06856
Papua New Guinea,2010-2015,75,5,0.09589
Papua New Guinea,2010-2015,80,5,0.13773
Papua New Guinea,2010-2015,85,15,0.22004
Paraguay,2010-2015,0,1,0.02951
Paraguay,2010-2015,1,4,0.00153
Paraguay,2010-2015,5,5,0.00058
Paraguay,2010-2015,10,5,0.00047
Paraguay,2010-2015,15,5,0.00111
Paraguay,2010-2015,20,5,0.00169
Paraguay,2010-2015,25,5,0.00206
Paraguay,2010-2015,30,5,0.00209
Paraguay,2010-2015,35,5,0.00246
Paraguay,2010-2015,40,5,0.00299
Paraguay,2010-2015,45,5,0.00438
Paraguay,2010-2015,50,5,0.00638
Paraguay,2010-2015,55,5,0.00894
Paraguay,2010-2015,60,5,0.01401
Paraguay,2010-2015,65,5,0.02067
Paraguay,2010-2015,70,5,0.03024
Paraguay,2010-2015,75,5,0.04364
Paraguay,2010-2015,80,5,0.08549
Paraguay,2010-2015,85,15,0.16949
Peru,2010-2015,0,1,0.01892
Peru,2010-2015,1,4,0.00268
Peru,2010-2015,5,5,0.00071
Peru,2010-2015,10,5,0.00048
Peru,2010-2015,15,5,0.00073
Peru,2010-2015,20,5,0.00109
Peru,2010-2015,25,5,0.00134
Peru,2010-2015,30,5,0.00161
Peru,2010-2015,35,5,0.00208
Peru,2010-2015,40,5,0.00277
Peru,2010-2015,45,5,0.00392
Peru,2010-2015,50,5,0.00561
Peru,2010-2015,55,5,0.00839
Peru,2010-2015,60,5,0.01273
Peru,2010-2015,65,5,0.02000
Peru,2010-2015,70,5,0.03114
Peru,2010-2015,75,5,0.04748
Peru,2010-2015,80,5,0.08216
Peru,2010-2015,85,15,0.15885
Philippines,2010-2015,0,1,0.02365
Philippines,2010-2015,1,4,0.00184
Philippines,2010-2015,5,5,0.00054
Philippines,2010-2015,10,5,0.00056
Philippines,2010-2015,15,5,0.00087
Philippines,2010-2015,20,5,0.00149
Philippines,2010-2015,25,5,0.00190
Philippines,2010-2015,30,5,0.00254
Philippines,2010-2015,35,5,0.00337
Philippines,2010-2015,40,5,0.00473
Philippines,2010-2015,45,5,0.00709
Philippines,2010-2015,50,5,0.01090
Philippines,2010-2015,55,5,0.01541
Philippines,2010-2015,60,5,0.02347
Philippines,2010-2015,65,5,0.03484
Philippines,2010-2015,70,5,0.05080
Philippines,2010-2015,75,5,0.07873
Philippines,2010-2015,80,5,0.13605
Philippines,2010-2015,85,15,0.25124
Poland,2010-2015,0,1,0.00460
Poland,2010-2015,1,4,0.00020
Poland,2010-2015,5,5,0.00010
Poland,2010-2015,10,5,0.00017
Poland,2010-2015,15,5,0.00044
Poland,2010-2015,20,5,0.00062
Poland,2010-2015,25,5,0.00067
Poland,2010-2015,30,5,0.00086
Poland,2010-2015,35,5,0.00135
Poland,2010-2015,40,5,0.00222
Poland,2010-2015,45,5,0.00370
Poland,2010-2015,50,5,0.00613
Poland,2010-2015,55,5,0.00962
Poland,2010-2015,60,5,0.01422
